Wine Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Bottle Image,One Liner Description,Vintage,Soil Type,Grape Variety,Wine Type,Price of Bottle,Long decription,Winemaking Method,Ageing,Tasting Notes,Food Pairing,Expert Ratings,Soil_Text,VariantID,AltName
Domaine Jean Grivot Nuits-Saint-Georges Aux Lavieres 2018,domaine-jean-grivot-nuits-saint-georges-aux-lavieres-2018,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276435c8eb9a8cb09f61,Thu Dec 12 2024 18:11:48 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:08 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276435c8eb9a8cb09f0c_67386df94da80eda38501694_Domaine%2520Jean%2520Grivot%2520Nuits-Saint-Georges%2520Aux%2520Lavieres%25202018.png,,"2018, 2017, 2015",clay-limestone,pinot-noir,red,798,,Fermentation with partial whole clusters,18 months in 40% new French oak,"Dark berries, black tea, earthy undertones, refined tannins","Grilled lamb, braised beef, Gruyère",95 (Vinous),,354953,Domaine Jean Grivot Nuits-Saint-Georges Aux Lavieres 2018
Domaine Jean Pascal et Fils Bourgogne Côte d’Or Blanc 2022,domaine-jean-pascal-et-fils-bourgogne-cote-dor-blanc-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276466dff411584419ac,Thu Dec 12 2024 18:11:48 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:08 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276466dff4115844198d_673208392f57a890e3a6910f_Domaine%2520Jean%2520Pascal%2520et%2520Fils%2520Bourgogne%2520Cote%2520d%25E2%2580%2599Or%2520Blanc%25202022.png,,"2022, 2021",clay-limestone,chardonnay,white,240,,Fermentation in stainless steel,8 months in neutral oak barrels,"Citrus, green apple, white flowers, crisp finish","Grilled fish, vegetable quiche, goat cheese",90 (Wine Enthusiast),,354955,Domaine Jean Pascal et Fils Bourgogne Cote d’Or Blanc 2022
Domaine Jean Pascal et Fils Bourgogne Côte d’Or Rouge 2021,domaine-jean-pascal-et-fils-bourgogne-cote-dor-rouge-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27647e0487513c15f874,Thu Dec 12 2024 18:11:48 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:08 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27647e0487513c15f869_67320838b75bbb32981cf207_Domaine%2520Jean%2520Pascal%2520et%2520Fils%2520Bourgogne%2520Cote%2520d%25E2%2580%2599Or%2520Rouge%25202021.png,,"2021, 2020",clay-limestone,pinot-noir,red,230,,Traditional vinification,10 months in used French oak,"Red cherry, raspberry, hints of spice, light tannins","Roasted chicken, charcuterie, Camembert",89 (Wine Spectator),,354957,Domaine Jean Pascal et Fils Bourgogne Cote d’Or Rouge 2021
Domaine Jean Pascal et Fils Puligny-Montrachet Blanc 2022,domaine-jean-pascal-et-fils-puligny-montrachet-blanc-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27659b03153bc38c286c,Thu Dec 12 2024 18:11:49 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:09 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27659b03153bc38c2801_6732083cebb8cbbc748d6645_Domaine%2520Jean%2520Pascal%2520et%2520Fils%2520Puligny-Montrachet%2520Blanc%25202022.png,,"2022, 2021",clay-limestone,chardonnay,white,588,,Barrel fermentation,10 months in 25% new French oak,"Lemon zest, white flowers, minerality, lively finish","Sole, creamy pasta, aged goat cheese",91 (Decanter),,354961,Domaine Jean Pascal et Fils Puligny-Montrachet Blanc 2022
Domaine Jean Pascal et Fils Puligny-Montrachet Rouge 2022,domaine-jean-pascal-et-fils-puligny-montrachet-rouge-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27652b605982414dc735,Thu Dec 12 2024 18:11:49 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:09 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27652b605982414dc707_67320839c9ce93f6d270e95f_Domaine%2520Jean%2520Pascal%2520et%2520Fils%2520Puligny-Montrachet%2520Rouge%25202022.png,,"2022, 2020",clay-limestone,pinot-noir,red,480,,Open vat fermentation,12 months in 30% new oak,"Red berries, violet, earthy spice, soft tannins","Roasted duck, herbed pork, Comté",89 (Wine Spectator),,354963,Domaine Jean Pascal et Fils Puligny-Montrachet Rouge 2022
Domaine Jean Pascal et Fils Puligny-Montrachet “Les Enseigneres” 2021,domaine-jean-pascal-et-fils-puligny-montrachet-les-enseigneres-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276551c9256a4f6a1fa4,Thu Dec 12 2024 18:11:49 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:09 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276551c9256a4f6a1f37_6732083b030e4ac46af67b77_Domaine%2520Jean%2520Pascal%2520et%2520Fils%2520Puligny-Montrachet%2520%25E2%2580%259CLes%2520Enseigneres%25E2%2580%259D%25202021.png,,"2021, 2020",clay-limestone,chardonnay,white,830,,Fermentation in French oak barrels,12 months in 30% new French oak,"Ripe pear, almond, subtle vanilla, creamy texture","Lobster, scallops, roasted chicken",93 (Wine Advocate),,354959,Domaine Jean Pascal et Fils Puligny-Montrachet “Les Enseigneres” 2021
Domaine Jean Pascal et Fils Volnay 2021,domaine-jean-pascal-et-fils-volnay-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2766061aeb5c8775d0f4,Thu Dec 12 2024 18:11:50 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:09 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2765661290aa70ec9c64_67320839881386c295df1b17_Domaine%2520Jean%2520Pascal%2520et%2520Fils%2520Volnay%25202021.png,,"2021, 2019",rocky-limestone,pinot-noir,red,398,,Traditional vinification,14 months in 20% new French oak,"Bright cherry, cranberry, floral hints, silky finish","Lamb chops, mushroom tart, mild cheeses",91 (Vinous),,354965,Domaine Jean Pascal et Fils Volnay 2021
Domaine Jean Pascal et Fils Volnay 2022,domaine-jean-pascal-et-fils-volnay-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2765661290aa70ec9c77,Thu Dec 12 2024 18:11:49 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:09 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2765661290aa70ec9c64_67320839881386c295df1b17_Domaine%2520Jean%2520Pascal%2520et%2520Fils%2520Volnay%25202021.png,,"2022, 2021",limestone; clay,pinot-noir,red,480,,Open vat fermentation,12 months in 20% new French oak,"Strawberry, clove, earthy undertones, vibrant acidity","Veal stew, roasted vegetables, Gouda",92 (Wine Enthusiast),,354967,Domaine Jean Pascal et Fils Volnay 2022
Domaine Jean-Yves Devevey Bourgogne Hautes Côtes de Beaune 18 Lunes Blanc Burgundy 2018,domaine-jean-yves-devevey-bourgogne-hautes-cotes-de-beaune-18-lunes-blanc-burgundy-2018,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27668cf71119770809c9,Thu Dec 12 2024 18:11:50 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:09 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27668cf711197708098b_6734e1e960675dcc402e07f1_Domaine%2520Jean-Yves%2520Devevey%2520Bourgogne%2520Hautes%2520Cotes%2520de%2520Beaune%252018%2520Lunes%2520Blanc%2520Burgundy%25202018.png,,"2018, 2017",clay-limestone,chardonnay,white,359,,Fermented in French oak barrels,18 months in neutral French oak,"Citrus, white peach, subtle toast, creamy finish","Grilled seafood, creamy pasta, goat cheese",91 (Vinous),,354969,Domaine Jean-Yves Devevey Bourgogne Hautes Cotes de Beaune 18 Lunes Blanc Burgundy 2018
Domaine Jourdan Chinon Rouge L'Arcestrale 2017,domaine-jourdan-chinon-rouge-larcestrale-2017,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27663bc5e1bb8bb1e496,Thu Dec 12 2024 18:11:50 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:10 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27663bc5e1bb8bb1e469_6732083b79a22c13b8f4687a_Domaine%2520Jourdan%2520Chinon%2520Rouge%2520L_Arcestrale%25202017.png,,"2017, 2016",sand; loam; gravel,cabernet-franc,red,370,,Native yeast fermentation,12 months in large neutral barrels,"Dark plum, forest floor, peppery finish","Duck confit, ratatouille, aged Gouda",90 (Wine Enthusiast),,354971,Domaine Jourdan Chinon Rouge L'Arcestrale 2017
Domaine Jourdan Chinon Rouge Les Trois Quartiers 2018,domaine-jourdan-chinon-rouge-les-trois-quartiers-2018,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2766cd0d40e1dbcc45f0,Thu Dec 12 2024 18:11:50 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:10 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2766cd0d40e1dbcc45ad_6732083a6f63cc0817591ee3_Domaine%2520Jourdan%2520Chinon%2520Rouge%2520Les%2520Trois%2520Quartiers%25202018.png,,"2018, 2020",clay; limestone,cabernet-franc,red,294,,Open vat fermentation,14 months in oak foudres,"Blackcurrant, tobacco, silky tannins","Grilled lamb, charcuterie, hard cheeses",92 (Wine Advocate),,354973,Domaine Jourdan Chinon Rouge Les Trois Quartiers 2018
Domaine Leflaive Bourgogne Blanc Burgundy 2021,domaine-leflaive-bourgogne-blanc-burgundy-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27671c9f109b3672ea47,Thu Dec 12 2024 18:11:51 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:09 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27661c9f109b3672ea3b_67385ad3f54ebe0d0213a009_Domaine%2520Leflaive%2520Bourgogne%2520Blanc%2520Burgundy%25202021.png,,"2021, 2019",clay-limestone,chardonnay,white,998,,Barrel fermentation,10 months in 15% new French oak,"Green apple, citrus, mineral undertones, lively acidity","Shellfish, roasted chicken, brie",91 (Decanter),,354975,Domaine Leflaive Bourgogne Blanc Burgundy 2021
Domaine Leflaive Mâcon Igé 2022,domaine-leflaive-macon-ige-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2767268ad26abf7a70b6,Thu Dec 12 2024 18:11:51 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:10 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2766268ad26abf7a7065_67385ad30036ea328223cd6f_Domaine%2520Leflaive%2520Macon%2520Ige%25202022.png,,"2022, 2021",marl; clay,chardonnay,white,668,,Stainless steel fermentation,8 months in stainless steel,"Lemon, white flowers, fresh minerality","Grilled fish, vegetable quiche, chèvre",90 (Wine Spectator),,354977,Domaine Leflaive Macon Ige 2022
Domaine Leflaive Mâcon-Verzé Burgundy 2022,domaine-leflaive-macon-verze-burgundy-2022,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2767323f34ba9d2505bd,Thu Dec 12 2024 18:11:51 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:10 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2767323f34ba9d250590_6732083b5ed161e1fce1994f_Domaine%2520Leflaive%2520Macon-Verze%2520Burgundy%25202022.png,,"2022, 2021",limestone; marl,chardonnay,white,499,,Fermented in neutral barrels,10 months in oak barrels,"Pear, almond, honeysuckle, crisp finish","Seared scallops, risotto, aged Gruyère",91 (Wine Enthusiast),,354979,Domaine Leflaive Macon-Verze Burgundy 2022
Domaine Leflaive Pouilly-Fuissé 2021,domaine-leflaive-pouilly-fuisse-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2767b99c0cc95dcd083e,Thu Dec 12 2024 18:11:51 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:10 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2767b99c0cc95dcd0821_67385ad20ff4a1de0cc26a76_Domaine%2520Leflaive%2520Pouilly%2520Fuisse%25CC%2581%25202021.png,,"2021, 2020",limestone,chardonnay,white,798,,Barrel fermentation,12 months in 20% new French oak,"Peach, citrus, hazelnut, creamy mouthfeel","Lobster, creamy pasta, roast poultry",93 (Vinous),,354981,Domaine Leflaive Pouilly-Fuisse 2021
Domaine Leflaive Pouilly-Fuissé La Chaneau 2020,domaine-leflaive-pouilly-fuisse-la-chaneau-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2767465ad9a9657cbe27,Thu Dec 12 2024 18:11:51 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:11 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2767465ad9a9657cbdba_67385ad3d5b1010043d7dc4f_Domaine%2520Leflaive%2520Pouilly%2520Fuisse%25CC%2581%2520La%2520Chaneau%25202020.png,,"2020, 2019",clay-limestone,chardonnay,white,998,,Indigenous yeast fermentation,14 months in 25% new oak barrels,"Apricot, brioche, floral hints, long mineral finish","Halibut, truffle risotto, aged goat cheese",94 (Wine Advocate),,354983,Domaine Leflaive Pouilly-Fuisse La Chaneau 2020
Domaine Marquis d'Angerville Champans Volnay Premier Cru 2017,domaine-marquis-dangerville-champans-volnay-premier-cru-2017,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276824fd78adeb7c21d9,Thu Dec 12 2024 18:11:52 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:11 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276724fd78adeb7c21cb_6734e1e80cac8927c3b50ffc_Domaine%2520Marquis%2520d%2527Angerville%2520Champans%2520Volnay%2520Premier%2520Cru%25202017.png,,"2017, 2015, 2014",stony-limestone,pinot-noir,red,1238,,Traditional vinification,18 months in 20% new French oak,"Cherry, rose petals, earthy spice, refined tannins","Roast duck, mushroom dishes, soft cheeses",95 (Decanter),,354985,Domaine Marquis d'Angerville Champans Volnay Premier Cru 2017
"Domaine Patrice Rion Les Charmes, Chambolle-Musigny 1er Cru, 2014",domaine-patrice-rion-les-charmes-chambolle-musigny-1er-cru-2014,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27680c853e1a610b4cc8,Thu Dec 12 2024 18:11:52 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:11 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27680c853e1a610b4c82_6732083b14d78dd1b88404da_Domaine%2520Patrice%2520Rion%2520Les%2520Charmes%252C%2520Chambolle-Musigny%25201er%2520Cru%252C%25202014.png,,"2014, 2016",clay-limestone,pinot-noir,red,880,,Traditional fermentation,18 months in 30% new French oak,"Cherry, rose petals, earthy spice, silky tannins","Roast duck, coq au vin, soft cheeses",94 (Wine Advocate),,354987,"Domaine Patrice Rion Les Charmes, Chambolle-Musigny 1er Cru, 2014"
Domaine Ramonet Mâcon Perronne 2020,domaine-ramonet-macon-perronne-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27694074ecbef1a8cb67,Thu Dec 12 2024 18:11:53 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:11 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2768061aeb5c8775d289_6734e1ea10981908f2e5e71d_Domaine%2520Ramonet%2520Macon%2520Peronne.png,,"2020, 2021",clay-limestone,chardonnay,white,648,,Stainless steel fermentation,6 months in neutral oak barrels,"Lemon zest, white flowers, mineral finish","Grilled fish, vegetable quiche, fresh chèvre",90 (Vinous),,354989,Domaine Ramonet Macon Perronne 2020
Domaine Ramonet Mâcon Perronne 2021,domaine-ramonet-macon-perronne-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2768061aeb5c8775d29f,Thu Dec 12 2024 18:11:52 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:11 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2768061aeb5c8775d289_6734e1ea10981908f2e5e71d_Domaine%2520Ramonet%2520Macon%2520Peronne.png,,"2021, 2020",clay-limestone,chardonnay,white,668,,Fermented in neutral oak barrels,8 months in neutral oak,"Peach, honeysuckle, crisp minerality","Seared scallops, creamy pastas, light poultry dishes",91 (Wine Enthusiast),,354991,Domaine Ramonet Macon Perronne 2021
Domaine Wachau Riesling Ried Loibenberg Federspiel 2020,domaine-wachau-riesling-ried-loibenberg-federspiel-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276845ad0ffea9ce4290,Thu Dec 12 2024 18:11:52 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:11 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276845ad0ffea9ce427a_67385ad2d6914ae792ab8607_Domaine%2520Wachau%2520Riesling%2520Ried%2520Loibenberg%2520Federspiel%25202020.png,,"2020, 2019",primary-rock; sand,riesling,white,198,,Controlled fermentation in stainless steel,6 months on lees in stainless steel,"Green apple, citrus, herbal notes, vibrant minerality","Sushi, Asian dishes, fresh salads",92 (Wine Spectator),,354993,Domaine Wachau Riesling Ried Loibenberg Federspiel 2020
Domaine de Chevalier Rouge 1986,domaine-de-chevalier-rouge-1986,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275d391a4ea24dcd120c,Thu Dec 12 2024 18:11:41 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:03 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275c391a4ea24dcd11e9_673208389e575f0f0e1414af_Domaine%2520de%2520Chevalier%2520Rouge%25201986.png,,"1986, 1989, 1982",gravel; sand,cabernet-sauvignon; merlot; petit-verdot,red,998,,Traditional Bordeaux vinification,18 months in 50% new oak barrels,"Blackcurrant, cedar, leather, earthy tones","Grilled lamb, venison, hard cheeses",91 (Wine Spectator),,354891,Domaine de Chevalier Rouge 1986
Domaine de Chevalier Rouge 1993,domaine-de-chevalier-rouge-1993,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275d891c75a399f8e680,Thu Dec 12 2024 18:11:41 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:03 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),,,"1993, 1990, 1994",gravel; sand,cabernet-sauvignon; merlot; petit-verdot,red,848,,Traditional Bordeaux vinification,18 months in 40% new oak barrels,"Plum, tobacco, pencil shavings, firm tannins","Duck confit, beef Wellington, aged cheddar",88 (Wine Advocate),,354893,Domaine de Chevalier Rouge 1993
Domaine de Montbourgeau Côtes du Jura Secret de Montbourgeau NV,domaine-de-montbourgeau-cotes-du-jura-secret-de-montbourgeau-nv,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275d5f874ed2f9e4e6a7,Thu Dec 12 2024 18:11:41 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:03 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275c5f874ed2f9e4e66a_6734e1ebdf5c1e097e38c6fb_Domaine%2520de%2520Montbourgeau%2520Cotes%2520du%2520Jura%2520Secret%2520de%2520Montbourgeau%2520NV.png,,NV,marl; limestone,savagnin; chardonnay,white,448,,Oxidative fermentation,30 months in old oak barrels,"Walnut, dried fruit, sherry-like complexity","Comté cheese, mushroom dishes, roasted pork",92 (Decanter),,354895,Domaine de Montbourgeau Côtes du Jura Secret de Montbourgeau NV
"Domaine des Jeunes Pousses Beaujolais d'Emeringes ""Aux Chanes"" 2021",domaine-des-jeunes-pousses-beaujolais-demeringes-aux-chanes-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275e5087a4313a2069d3,Thu Dec 12 2024 18:11:42 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:04 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275e5087a4313a206983_67385ad273b190ea1e1d0b40_Domaine%2520des%2520Jeunes%2520Pousses%2520Beaujolais%2520d%2527Emeringes%2520_Aux%2520Chanes_%25202021.png,,"2021, 2020",granite,gamay,red,268,,Carbonic maceration,6–8 months in stainless steel,"Red berries, floral notes, light body","Charcuterie, roasted chicken, soft cheeses",90 (Wine Enthusiast),,354909,"Domaine des Jeunes Pousses Beaujolais d'Emeringes ""Aux Chanes"" 2021"
"Domaine des Jeunes Pousses Beaujolais d'Emeringes ""La Croix"" 2021",domaine-des-jeunes-pousses-beaujolais-demeringes-la-croix-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275f87d97e855054de3c,Thu Dec 12 2024 18:11:43 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:05 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275f87d97e855054de35_67385ad25079331077f228d5_Domaine%2520des%2520Jeunes%2520Pousses%2520Beaujolais%2520d%2527Emeringes%2520_La%2520Croix_%25202021.png,,"2021, 2019",clay-limestone,gamay,red,258,,Traditional vinification,6–9 months in neutral oak barrels,"Ripe cherry, spice, fresh acidity","Grilled sausages, mushroom dishes, Camembert",91 (Decanter),,354911,"Domaine des Jeunes Pousses Beaujolais d'Emeringes ""La Croix"" 2021"
Domaine des Jeunes Pousses Beaujolais d'Emeringes Replat de Vavre 2021,domaine-des-jeunes-pousses-beaujolais-demeringes-replat-de-vavre-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b275f87e87033856336ee,Thu Dec 12 2024 18:11:43 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:04 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b275f87e870338563363c_67385ad212ab66f45bc30efa_Domaine%2520des%2520Jeunes%2520Pousses%2520Beaujolais%2520d%2527Emeringes%2520Replat%2520de%2520Vavre%25202021.png,,"2021, 2020",schist,gamay,red,258,,Semi-carbonic maceration,8–10 months in old oak barrels,"Blackcurrant, pepper, earthy undertones","Duck confit, pork tenderloin, Gruyère cheese",92 (Vinous),,354913,Domaine des Jeunes Pousses Beaujolais d'Emeringes Replat de Vavre 2021
Domäne Wachau Achleiten Riesling Smaragd 2020,domane-wachau-achleiten-riesling-smaragd-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276a21e15b11f6b96c5b,Thu Dec 12 2024 18:11:54 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:12 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276921e15b11f6b96bbe_6734e1e9c4b8b8485bdad711_Domane%2520Wachau%2520Riesling%2520Ried%2520Loibenberg%2520Federspiel%25202020.png,,"2020, 2019, 2018",gneiss; mica-schist,riesling,white,298,,Fermentation in steel and large oak,10 months on fine lees,"Apricot, lime zest, floral notes, saline finish","Grilled seafood, veal schnitzel, goat cheese",94 (Wine Advocate),,354995,Domane Wachau Achleiten Riesling Smaragd 2020
Dosio Riserva Speciale Barolo DOCG 1982,dosio-riserva-speciale-barolo-docg-1982,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276966dff41158441c6c,Thu Dec 12 2024 18:11:53 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:12 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276966dff41158441c32_6734e1e80f317306e667487a_Dosio%2520Riserva%2520Speciale%2520Barolo%2520DOCG.png,,"1982, 1985",clay-limestone,nebbiolo,red,599,,Traditional maceration and fermentation,36 months in large Slavonian oak,"Dried cherry, leather, truffle, evolved tannins","Braised beef, aged Parmesan, mushroom risotto",96 (Decanter),,354997,Dosio Riserva Speciale Barolo DOCG 1982
